"","Sender","Receiver","Date","Hour","Minute","Duration_seconds","Focal"
"820","Tahleela","Shelby","2022-08-20",16,23,180,"Shelby"
"821","Hishaam","Luis","2022-06-06",14,33,54,"Luis"
"822","Shelby","Mufliha","2022-05-29",8,43,57,"Shelby"
"823","Makayla","Connor","2022-06-18",15,51,99,"Makayla"
"824","Mckayla","Simone","2022-09-09",15,3,136,"Mckayla"
"825","Nhi","Dawnielle","2022-05-05",15,53,198,"Dawnielle"
"826","Okatomi","Lohitha","2022-11-23",15,43,95,"Lohitha"
"827","Mikaela","Okatomi","2022-07-31",9,9,82,"Okatomi"
"828","Kendell","Erick","2022-12-12",14,53,100,"Erick"
"829","Kendell","Ye-Ji","2022-09-21",15,5,38,"Ye-Ji"
"830","Trevon","Anjanetta","2022-05-29",14,44,156,"Anjanetta"
"831","Lohitha","Kendell","2022-07-07",15,52,174,"Lohitha"
"832","Tahleela","Kristen","2022-06-18",13,41,75,"Kristen"
"833","Kristen","Adyn","2022-09-21",11,42,72,"Kristen"
"834","Lahana","Ye-Ji","2022-02-14",13,57,27,"Ye-Ji"
"835","Kelia","Adyn","2022-06-30",8,44,159,"Adyn"
"836","Okatomi","Brie","2022-10-22",13,47,25,"Okatomi"
"837","Bryanna","Maleeha","2022-04-28",13,7,64,"Bryanna"
"838","Nawwaara","Adyn","2022-06-30",8,57,221,"Adyn"
"839","Anastasia","Erick","2022-01-13",13,35,71,"Anastasia"
"840","Luis","Adyn","2022-10-22",10,46,107,"Luis"
"841","Barcley","Kristen","2022-03-03",7,52,181,"Barcley"
"842","Mckayla","Mufliha","2022-05-05",13,26,156,"Mckayla"
"843","James","Anjanetta","2022-05-29",14,39,224,"Anjanetta"
"844","Barcley","Brie","2022-09-09",13,6,237,"Barcley"
"845","Najeeba","Shelby","2022-11-11",12,36,66,"Shelby"
"846","Deunna","Pamela","2022-01-13",15,20,65,"Deunna"
"847","Isaiah","Kristen","2022-04-16",11,50,189,"Kristen"
"848","Maleeha","Adyn","2022-04-28",14,8,63,"Adyn"
"849","Kaci","Tahleela","2022-02-02",7,31,32,"Kaci"
"850","Charise","Mufliha","2022-07-31",8,11,127,"Charise"
"851","Kiana","Amelia","2022-09-21",16,13,33,"Kiana"
"852","Sydni","Erick","2022-03-15",11,11,118,"Erick"
"853","Mikaela","Erick","2022-08-08",8,49,136,"Erick"
"854","Isaiah","Luis","2022-12-12",9,7,29,"Isaiah"
"855","Hishaam","Lahana","2022-05-29",13,52,50,"Hishaam"
"856","Najeeba","Kristen","2022-08-20",12,34,39,"Najeeba"
"857","Kendell","Brie","2022-03-15",12,27,200,"Kendell"
"858","Mikaela","Ye-Ji","2022-08-20",17,43,135,"Mikaela"
"859","Trevon","Maleeha","2022-05-17",7,46,48,"Maleeha"
"860","Erick","Kristen","2022-04-16",11,36,234,"Kristen"
"861","Joel","Kristen","2022-04-16",11,19,76,"Kristen"
"862","Jennell","Mufliha","2022-10-10",9,48,121,"Jennell"
"863","Hadiyya","Amelia","2022-10-10",11,2,199,"Hadiyya"
"864","Yushan","Adyn","2022-03-03",10,58,104,"Yushan"
"865","Kiana","Nawwaara","2022-02-02",13,30,128,"Nawwaara"
"866","Jennell","Anjanetta","2022-12-12",10,28,224,"Anjanetta"
"867","Najeeba","Lohitha","2022-04-28",10,23,66,"Lohitha"
"868","Simone","Nhi","2022-06-18",9,28,162,"Nhi"
"869","Ye-Ji","Adyn","2022-04-28",14,0,194,"Adyn"
"870","Tahleela","Okatomi","2022-11-11",10,38,89,"Tahleela"
"871","Joel","Brie","2022-10-10",8,2,179,"Joel"
"872","Tre","Anjanetta","2022-05-29",14,43,41,"Anjanetta"
"873","Okatomi","Maleeha","2022-05-17",9,48,159,"Okatomi"
"874","Deunna","Hadiyya","2022-04-04",8,59,212,"Deunna"
"875","Mufliha","Anjanetta","2022-05-29",14,50,181,"Anjanetta"
"876","Lohitha","Ye-Ji","2022-02-14",16,55,210,"Ye-Ji"
"877","Anastasia","Barcley","2022-05-05",17,36,222,"Anastasia"
"878","Sydni","Adyn","2022-07-07",8,57,98,"Adyn"
"879","Anastasia","Ye-Ji","2022-07-07",16,33,58,"Anastasia"
"880","Kiana","Tahleela","2022-11-23",11,51,240,"Kiana"
"881","Tiffany","Lahana","2022-11-23",13,28,214,"Tiffany"
"882","Connor","Ye-Ji","2022-09-09",11,41,119,"Connor"
"883","Lahana","Anjanetta","2022-05-29",11,18,198,"Lahana"
"884","Abdul Ghani","Kristen","2022-06-18",13,57,225,"Kristen"
"885","Ashqar","Adyn","2022-07-07",8,46,90,"Adyn"
"886","Nawwaara","Lahana","2022-09-09",8,53,126,"Nawwaara"
"887","Yeni","Charise","2022-07-31",8,8,104,"Charise"
"888","Jennell","Yushan","2022-09-21",12,59,101,"Yushan"
"889","Hishaam","Ye-Ji","2022-01-25",7,0,180,"Ye-Ji"
"890","Luis","Kurtis","2022-10-22",10,26,209,"Luis"
"891","Kiana","Tiffany","2022-11-23",13,36,197,"Tiffany"
"892","Luis","Kristen","2022-01-13",17,1,90,"Kristen"
"893","Lohitha","Mufliha","2022-07-07",15,37,202,"Lohitha"
"894","Hishaam","Adyn","2022-04-28",14,29,167,"Adyn"
"895","Luis","Isaiah","2022-03-27",11,43,108,"Isaiah"
"896","Trevor","Kristen","2022-09-21",11,2,114,"Kristen"
"897","Adam","Mikaela","2022-04-16",12,55,148,"Mikaela"
"898","Afnaan","Maleeha","2022-05-17",7,13,169,"Maleeha"
"899","Deunna","Kendell","2022-01-13",7,40,179,"Deunna"
"900","Burton","Luis","2022-06-06",14,42,22,"Luis"
"901","Tiffany","Kristen","2022-11-23",14,30,145,"Tiffany"
"902","Afnaan","Lahana","2022-06-06",15,1,34,"Lahana"
"903","Luis","Kristen","2022-11-23",10,0,84,"Luis"
"904","Jennell","Yushan","2022-09-09",12,44,47,"Jennell"
"905","Kendell","Varun","2022-11-11",9,12,115,"Varun"
"906","Kiana","Kaci","2022-06-18",7,30,27,"Kaci"
"907","Tahleela","Anastasia","2022-05-05",17,31,52,"Anastasia"
"908","Amelia","Adam","2022-07-07",7,12,124,"Adam"
"909","Ashqar","Kristen","2022-01-13",17,25,202,"Kristen"
"910","Kelia","Maleeha","2022-05-17",7,59,111,"Maleeha"
"911","Maleeha","Adyn","2022-05-17",7,20,83,"Maleeha"
"912","Abdus Samad","Lohitha","2022-02-02",17,55,233,"Lohitha"
"913","Jennell","Anastasia","2022-07-07",16,21,66,"Anastasia"
"914","Kendell","Kristen","2022-06-18",13,55,205,"Kristen"
"915","Mikaela","Nawwaara","2022-08-20",17,49,93,"Mikaela"
"916","Brie","Kristen","2022-06-18",13,25,136,"Kristen"
"917","Anjanetta","James","2022-01-01",9,27,45,"Anjanetta"
"918","Deonte","Kristen","2022-01-13",17,51,211,"Kristen"
"919","Lahana","Maleeha","2022-02-26",11,42,103,"Lahana"
"920","Connor","Mufliha","2022-10-10",13,20,89,"Connor"
"921","Kelia","Timothy","2022-01-01",8,42,213,"Timothy"
"922","Timothy","Ye-Ji","2022-01-01",8,0,180,"Timothy"
"923","Amelia","Kristen","2022-01-01",13,4,203,"Amelia"
"924","Dawnielle","Luis","2022-08-08",7,37,232,"Dawnielle"
"925","Okatomi","Nawwaara","2022-09-09",8,22,236,"Nawwaara"
"926","Ye-Ji","Joel","2022-02-14",13,17,183,"Ye-Ji"
"927","Luis","Ashqar","2022-11-23",10,44,27,"Luis"
"928","Kendell","Andrew","2022-03-15",12,52,162,"Kendell"
"929","Saara","Mckayla","2022-05-05",13,20,112,"Mckayla"
"930","Abdul Ghani","Anjanetta","2022-01-01",10,42,66,"Abdul Ghani"
"931","Pamela","Maleeha","2022-05-17",7,23,83,"Maleeha"
"932","Makayla","Grace","2022-10-22",11,1,178,"Makayla"
"933","Charise","Kristen","2022-01-13",17,49,211,"Kristen"
"934","Deonte","Kristen","2022-09-09",7,32,70,"Deonte"
"935","Kiana","Mikaela","2022-02-02",8,12,80,"Kiana"
"936","Hishaam","Adyn","2022-05-17",12,22,68,"Hishaam"
"937","Tiffany","Adyn","2022-07-19",15,18,73,"Adyn"
"938","Deunna","Yeni","2022-01-13",15,2,226,"Deunna"
"939","Saara","Nawwaara","2022-09-09",8,45,182,"Nawwaara"
"940","Maleeha","Charise","2022-05-17",7,5,203,"Maleeha"
"941","Sydni","Luis","2022-10-22",14,57,237,"Sydni"
"942","Connor","Anjanetta","2022-09-09",11,24,181,"Connor"
"943","Luis","Trevon","2022-12-24",16,22,240,"Trevon"
"944","Simone","Nhi","2022-01-01",15,55,133,"Nhi"
"945","Dawnielle","Mckayla","2022-03-03",11,31,215,"Dawnielle"
"946","Sydni","Lahana","2022-05-29",11,54,176,"Lahana"
"947","Kurtis","Mufliha","2022-01-25",13,55,120,"Mufliha"
"948","Mufliha","Kristen","2022-01-25",13,15,234,"Mufliha"
"949","Deonte","Anjanetta","2022-12-12",10,15,197,"Anjanetta"
"950","Adam","Luis","2022-06-30",17,32,133,"Adam"
"951","Okatomi","Jennell","2022-05-17",9,26,117,"Okatomi"
"952","Okatomi","Kendell","2022-03-15",12,28,203,"Kendell"
"953","Ye-Ji","Isaiah","2022-05-29",7,54,216,"Isaiah"
"954","Shelby","Mufliha","2022-08-20",16,18,194,"Shelby"
"955","Kiana","Grace","2022-03-15",7,10,79,"Grace"
"956","Kendell","Ye-Ji","2022-09-21",15,16,55,"Ye-Ji"
"957","Najeeba","Anastasia","2022-07-07",16,32,193,"Anastasia"
"958","Mckayla","Lohitha","2022-02-02",17,46,116,"Lohitha"
"959","Kelia","Yushan","2022-04-04",13,26,200,"Yushan"
"960","Kelia","Anastasia","2022-04-04",10,46,229,"Anastasia"
"961","Nhi","Mckayla","2022-11-23",17,58,117,"Nhi"
"962","Makayla","Mufliha","2022-02-26",8,18,186,"Mufliha"
"963","Jennell","Kristen","2022-06-30",7,28,78,"Jennell"
"964","Grace","Afnaan","2022-03-15",7,15,33,"Grace"
"965","Anjanetta","Adyn","2022-07-19",15,45,229,"Adyn"
"966","Saara","Mikaela","2022-08-20",17,15,193,"Mikaela"
"967","Varun","Adam","2022-12-24",14,10,70,"Varun"
"968","Mckayla","Adyn","2022-04-04",14,38,73,"Mckayla"
"969","Timothy","Anastasia","2022-07-07",16,18,218,"Anastasia"
"970","Jennell","Adyn","2022-06-30",8,24,141,"Adyn"
"971","Jennell","Brie","2022-09-09",12,57,62,"Jennell"
"972","Lahana","Anjanetta","2022-05-29",11,50,25,"Lahana"
"973","Bryanna","Adyn","2022-04-28",14,4,91,"Adyn"
"974","Simone","Mckayla","2022-06-18",12,3,188,"Simone"
"975","Hadiyya","Lahana","2022-06-06",15,1,33,"Lahana"
"976","Joel","Maleeha","2022-03-15",10,53,173,"Joel"
"977","Timothy","Luis","2022-11-23",10,3,68,"Luis"
"978","Shelby","Adyn","2022-05-29",8,29,101,"Shelby"
"979","Luis","Hishaam","2022-05-17",12,22,118,"Hishaam"
"980","Lohitha","Luis","2022-06-06",14,6,54,"Luis"
"981","Jennell","Deonte","2022-05-29",17,3,105,"Jennell"
"982","Mikaela","Trevon","2022-04-16",12,49,138,"Mikaela"
"983","Shelby","Anastasia","2022-04-04",10,57,237,"Anastasia"
"984","Hadiyya","Anjanetta","2022-01-01",9,11,166,"Anjanetta"
"985","Jennell","Afnaan","2022-02-02",12,13,25,"Afnaan"
"986","Mikaela","Charise","2022-12-24",11,55,63,"Charise"
"987","Mikaela","Kristen","2022-09-21",11,10,97,"Kristen"
"988","Kiana","Tiffany","2022-04-16",17,6,138,"Kiana"
"989","Okatomi","Makayla","2022-10-22",11,35,217,"Makayla"
"990","Jennell","Abdul Ghani","2022-09-09",12,51,79,"Jennell"
"991","Kendell","Lohitha","2022-02-14",15,25,234,"Lohitha"
"992","Connor","Anjanetta","2022-05-29",14,29,92,"Anjanetta"
"993","Kiana","Tiffany","2022-07-07",12,26,98,"Kiana"
"994","Lohitha","Anastasia","2022-04-28",10,0,203,"Lohitha"
"995","Kelia","Anjanetta","2022-01-25",12,55,114,"Kelia"
"996","Kiana","Anastasia","2022-02-02",16,10,179,"Kiana"
"997","Erick","Kristen","2022-09-21",11,47,122,"Kristen"
"998","Grace","Joel","2022-10-10",8,14,163,"Joel"
"999","Nhi","Grace","2022-06-18",8,26,199,"Grace"
"1000","Burton","Anjanetta","2022-01-01",9,27,31,"Anjanetta"
"1001","Najeeba","Ye-Ji","2022-08-20",12,57,213,"Najeeba"
"1002","Kaci","Saara","2022-09-21",9,25,24,"Saara"
"1003","Connor","Ye-Ji","2022-03-03",9,37,215,"Connor"
"1004","Mikaela","Isaiah","2022-01-25",8,47,103,"Isaiah"
"1005","Kelia","Ye-Ji","2022-02-14",16,43,59,"Ye-Ji"
"1006","Jennell","Mikaela","2022-11-11",8,5,96,"Mikaela"
"1007","Deunna","Shelby","2022-11-11",12,14,45,"Shelby"
"1008","Simone","Okatomi","2022-09-21",10,11,227,"Okatomi"
"1009","Dawnielle","Trevon","2022-12-24",16,26,93,"Trevon"
"1010","Deonte","Lohitha","2022-02-02",17,15,190,"Lohitha"
"1011","Sydni","Grace","2022-04-16",15,13,21,"Grace"
"1012","Najeeba","Ye-Ji","2022-08-20",12,50,47,"Najeeba"
"1013","Deunna","Tiffany","2022-04-04",8,9,108,"Deunna"
"1014","Lahana","Mufliha","2022-06-06",15,27,203,"Lahana"
"1015","Varun","Timothy","2022-09-21",8,38,135,"Varun"
"1016","Anastasia","Erick","2022-12-12",14,50,204,"Erick"
"1017","Kaci","Bryanna","2022-06-18",7,48,168,"Kaci"
"1018","Kendell","Kristen","2022-01-13",17,2,150,"Kristen"
"1019","Anastasia","Isaiah","2022-05-17",15,59,105,"Isaiah"
"1020","Kiana","Deunna","2022-02-02",8,41,49,"Kiana"
"1021","Luis","Kristen","2022-10-22",10,38,70,"Luis"
"1022","Kiana","Tahleela","2022-06-18",14,0,79,"Kiana"
"1023","Adyn","Luis","2022-04-28",14,37,50,"Adyn"
"1024","Nawwaara","Maleeha","2022-04-28",11,8,57,"Nawwaara"
"1025","Nawwaara","Yushan","2022-04-28",16,30,218,"Yushan"
"1026","Anastasia","Kristen","2022-07-31",15,34,60,"Anastasia"
"1027","Deunna","Amelia","2022-05-05",12,31,208,"Amelia"
"1028","Anjanetta","Adyn","2022-07-19",15,20,205,"Adyn"
"1029","Shelby","Simone","2022-11-11",12,31,225,"Shelby"
"1030","Varun","Kristen","2022-09-21",8,57,84,"Varun"
"1031","Pamela","Lahana","2022-03-15",17,37,95,"Lahana"
"1032","Connor","Anjanetta","2022-12-12",10,6,145,"Anjanetta"
"1033","Isaiah","Kristen","2022-05-29",7,38,29,"Isaiah"
"1034","Bryanna","Simone","2022-02-14",11,51,84,"Bryanna"
"1035","Lohitha","Mufliha","2022-07-07",15,29,233,"Lohitha"
"1036","Hadiyya","Simone","2022-08-08",16,7,214,"Simone"
"1037","Charise","Anjanetta","2022-05-29",14,37,231,"Anjanetta"
"1038","Mckayla","Simone","2022-11-23",7,12,24,"Mckayla"
"1039","Charise","Anjanetta","2022-12-12",10,30,139,"Anjanetta"
"1040","Timothy","Adyn","2022-01-01",8,41,216,"Timothy"
"1041","Shelby","Kendell","2022-03-15",12,57,237,"Kendell"
"1042","Makayla","Mufliha","2022-10-10",16,52,160,"Makayla"
"1043","Deonte","Kristen","2022-09-21",11,53,141,"Kristen"
"1044","Trevor","Mufliha","2022-01-25",13,42,188,"Mufliha"
"1045","Najeeba","Mufliha","2022-01-25",13,58,23,"Mufliha"
"1046","Brie","Luis","2022-04-16",7,19,197,"Brie"
"1047","Abdul Ghani","Adyn","2022-04-28",14,2,175,"Adyn"
"1048","Deunna","Adyn","2022-07-07",8,36,225,"Adyn"
"1049","Kiana","Shelby","2022-07-07",12,13,55,"Kiana"
"1050","Dawnielle","Erick","2022-12-12",14,47,37,"Erick"
"1051","Bryanna","Kendell","2022-04-28",13,11,161,"Bryanna"
"1052","Kiana","Lohitha","2022-07-07",15,31,47,"Lohitha"
"1053","Ye-Ji","Anjanetta","2022-01-01",9,11,234,"Anjanetta"
"1054","Deunna","Mikaela","2022-11-11",8,16,96,"Mikaela"
"1055","Maleeha","Ye-Ji","2022-09-21",15,10,188,"Ye-Ji"
"1056","Bryanna","Anjanetta","2022-01-25",17,59,176,"Bryanna"
"1057","Dawnielle","Anastasia","2022-07-31",15,34,30,"Anastasia"
"1058","Anastasia","Kristen","2022-01-13",17,15,231,"Kristen"
"1059","Lahana","Adyn","2022-06-06",15,11,199,"Lahana"
"1060","Hishaam","Mufliha","2022-02-26",8,6,77,"Mufliha"
"1061","Anjanetta","Timothy","2022-01-01",8,10,21,"Timothy"
"1062","Andrew","Kristen","2022-04-16",10,8,216,"Andrew"
"1063","Grace","Adyn","2022-06-30",8,10,126,"Adyn"
"1064","Bryanna","Nawwaara","2022-04-28",13,8,89,"Bryanna"
"1065","Isaiah","Kristen","2022-12-12",9,38,26,"Isaiah"
"1066","Simone","Maleeha","2022-05-17",7,32,158,"Maleeha"
"1067","Burton","Okatomi","2022-01-13",9,56,228,"Okatomi"
"1068","Trevon","Okatomi","2022-09-21",10,47,30,"Okatomi"
"1069","Hadiyya","Anastasia","2022-04-04",10,19,33,"Anastasia"
"1070","Amelia","Yeni","2022-05-05",12,9,56,"Amelia"
"1071","Sydni","Lahana","2022-04-28",15,32,187,"Lahana"
"1072","Kiana","Bryanna","2022-09-21",16,34,88,"Kiana"
"1073","Bryanna","Jennell","2022-09-09",12,13,33,"Jennell"
"1074","Pamela","Lohitha","2022-02-14",15,28,69,"Lohitha"
"1075","Mufliha","Lahana","2022-05-29",11,33,138,"Lahana"
"1076","Kristen","Luis","2022-04-16",11,21,174,"Kristen"
"1077","Kendell","Adyn","2022-06-30",8,37,167,"Adyn"
"1078","Deunna","Jennell","2022-10-22",8,53,143,"Jennell"
"1079","Brie","Anjanetta","2022-12-12",10,3,216,"Anjanetta"
"1080","Mckayla","Jennell","2022-09-09",12,44,59,"Jennell"
"1081","Erick","Adyn","2022-07-07",8,52,142,"Adyn"
"1082","Joel","Kristen","2022-06-18",13,29,25,"Kristen"
"1083","Trevor","Kristen","2022-02-02",10,48,129,"Trevor"
"1084","Mckayla","Bryanna","2022-10-22",7,34,201,"Mckayla"
"1085","Okatomi","Charise","2022-07-31",9,30,125,"Okatomi"
"1086","Adam","Kristen","2022-01-13",14,45,31,"Adam"
"1087","Kaci","Anastasia","2022-04-04",10,20,225,"Anastasia"
"1088","Okatomi","Lahana","2022-09-21",10,53,228,"Okatomi"
"1089","Anjanetta","Kristen","2022-12-12",10,33,205,"Anjanetta"
"1090","Mikaela","Erick","2022-12-12",14,35,79,"Erick"
"1091","Kelia","Afnaan","2022-01-25",12,51,240,"Kelia"
"1092","Mikaela","Abdus Samad","2022-04-04",7,38,34,"Abdus Samad"
"1093","Kendell","Kristen","2022-03-15",12,0,67,"Kendell"
"1094","Mckayla","Nawwaara","2022-11-23",7,6,150,"Mckayla"
"1095","Hishaam","Kristen","2022-05-17",12,16,156,"Hishaam"
"1096","Burton","Kristen","2022-05-17",17,18,79,"Burton"
"1097","Burton","Adyn","2022-04-28",14,53,151,"Adyn"
"1098","Saara","Jennell","2022-09-21",9,45,212,"Saara"
"1099","Kiana","Pamela","2022-10-10",7,18,209,"Kiana"
"1100","Grace","Lahana","2022-04-28",15,13,195,"Lahana"
"1101","Ye-Ji","Brie","2022-07-19",12,31,113,"Ye-Ji"
"1102","Anastasia","Lahana","2022-04-04",10,7,100,"Anastasia"
"1103","Najeeba","Luis","2022-10-22",10,1,175,"Luis"
"1104","Tre","Anjanetta","2022-12-12",10,40,45,"Anjanetta"
"1105","Okatomi","Kendell","2022-01-13",9,51,117,"Okatomi"
"1106","Grace","Abdus Samad","2022-03-15",7,39,103,"Grace"
"1107","Simone","Nawwaara","2022-02-02",13,19,236,"Nawwaara"
"1108","Andrew","Luis","2022-06-06",8,33,186,"Andrew"
"1109","Okatomi","Mckayla","2022-09-21",10,5,135,"Okatomi"
"1110","Nawwaara","Kristen","2022-09-09",8,49,231,"Nawwaara"
"1111","Tiffany","Kendell","2022-01-01",14,59,217,"Tiffany"
"1112","Mckayla","Yushan","2022-04-04",13,5,178,"Yushan"
"1113","Okatomi","Brie","2022-07-31",9,11,84,"Okatomi"
"1114","Mikaela","Ye-Ji","2022-02-14",16,58,96,"Ye-Ji"
"1115","Shelby","Lohitha","2022-11-23",15,33,214,"Lohitha"
"1116","Deonte","Varun","2022-09-09",7,1,124,"Deonte"
"1117","Hadiyya","Lohitha","2022-10-10",11,58,223,"Hadiyya"
"1118","Kaci","Dawnielle","2022-03-03",11,15,70,"Dawnielle"
"1119","Nhi","Makayla","2022-02-02",15,33,61,"Nhi"
"1120","Anjanetta","Kristen","2022-09-21",11,54,236,"Kristen"
"1121","Tre","Maleeha","2022-05-17",7,59,200,"Maleeha"
"1122","Abdul Ghani","Kristen","2022-06-18",13,8,30,"Kristen"
"1123","Mckayla","Mikaela","2022-09-09",15,51,237,"Mckayla"
"1124","Anjanetta","Ye-Ji","2022-12-12",10,12,54,"Anjanetta"
"1125","Tiffany","Nawwaara","2022-01-01",14,42,212,"Tiffany"
"1126","Bryanna","Makayla","2022-10-10",16,43,66,"Makayla"
"1127","Yeni","Luis","2022-11-23",12,43,206,"Luis"
"1128","Trevon","Ye-Ji","2022-07-19",12,30,217,"Ye-Ji"
"1129","Adam","Luis","2022-11-23",10,19,198,"Luis"
"1130","Tahleela","Charise","2022-11-11",10,46,88,"Tahleela"
"1131","Ye-Ji","Luis","2022-02-14",16,57,29,"Ye-Ji"
"1132","Lohitha","Pamela","2022-02-02",17,30,128,"Lohitha"
"1133","Brie","Andrew","2022-01-25",9,7,139,"Andrew"
"1134","Kiana","Hadiyya","2022-11-23",11,36,221,"Kiana"
"1135","Nawwaara","James","2022-12-12",11,30,175,"James"
"1136","Ye-Ji","James","2022-12-12",11,23,82,"James"
"1137","Jennell","Lahana","2022-06-18",17,10,166,"Jennell"
"1138","Sydni","Charise","2022-06-30",9,44,61,"Charise"
"1139","Ye-Ji","Brie","2022-07-19",12,0,233,"Ye-Ji"
"1140","Ashqar","Luis","2022-07-07",13,44,100,"Ashqar"
"1141","Tahleela","Deunna","2022-11-11",10,17,64,"Tahleela"
"1142","Afnaan","Kristen","2022-06-06",17,54,175,"Afnaan"
"1143","Kiana","Kelia","2022-02-02",16,55,149,"Kiana"
"1144","Adyn","Andrew","2022-01-25",9,46,106,"Andrew"
"1145","Sydni","Luis","2022-11-23",10,31,189,"Luis"
"1146","Pamela","Andrew","2022-01-25",9,36,158,"Andrew"
"1147","Nhi","Nawwaara","2022-08-08",10,30,113,"Nhi"
"1148","Varun","Adyn","2022-04-28",14,2,67,"Adyn"
"1149","Tiffany","Yushan","2022-03-03",10,42,113,"Yushan"
"1150","Yushan","Anjanetta","2022-04-28",16,53,38,"Yushan"
"1151","Mikaela","Kristen","2022-11-11",8,16,91,"Mikaela"
"1152","Kiana","Nhi","2022-04-16",17,18,97,"Kiana"
"1153","Anjanetta","Okatomi","2022-12-12",10,40,142,"Anjanetta"
"1154","Mckayla","Mufliha","2022-11-23",7,14,193,"Mckayla"
"1155","Jennell","Anastasia","2022-08-08",11,28,177,"Anastasia"
"1156","Adam","Maleeha","2022-12-12",15,40,193,"Adam"
"1157","Burton","Anastasia","2022-07-07",16,14,135,"Anastasia"
"1158","Makayla","Erick","2022-03-03",8,7,60,"Makayla"
"1159","Simone","Charise","2022-06-30",9,50,35,"Charise"
"1160","Erick","Abdus Samad","2022-08-08",8,14,144,"Erick"
"1161","Burton","Luis","2022-11-23",12,49,174,"Luis"
"1162","Trevor","Kendell","2022-03-15",12,32,64,"Kendell"
"1163","Afnaan","Kristen","2022-06-06",17,45,117,"Afnaan"
"1164","James","Timothy","2022-10-22",12,0,216,"James"
"1165","Hadiyya","Simone","2022-03-03",12,57,152,"Hadiyya"
"1166","Adyn","Kurtis","2022-06-30",8,53,23,"Adyn"
"1167","Nawwaara","Mikaela","2022-04-04",9,17,221,"Nawwaara"
"1168","Mikaela","Adyn","2022-08-20",17,8,132,"Mikaela"
"1169","Nhi","Anastasia","2022-02-02",15,8,84,"Nhi"
"1170","Mckayla","Charise","2022-05-05",13,14,227,"Mckayla"
"1171","Grace","Charise","2022-12-24",11,32,52,"Charise"
"1172","Luis","Trevor","2022-02-02",10,14,190,"Trevor"
"1173","Okatomi","Lohitha","2022-04-28",10,20,143,"Lohitha"
"1174","Nhi","Sydni","2022-06-18",9,52,22,"Nhi"
"1175","Amelia","Makayla","2022-10-22",11,44,82,"Makayla"
"1176","James","Luis","2022-10-22",12,28,50,"James"
"1177","Okatomi","Kelia","2022-01-13",9,28,24,"Okatomi"
"1178","Kiana","Amelia","2022-03-27",13,52,103,"Amelia"
"1179","Ye-Ji","Ashqar","2022-07-19",12,2,137,"Ye-Ji"
"1180","Ye-Ji","Mufliha","2022-02-26",8,17,240,"Mufliha"
"1181","Burton","Luis","2022-11-23",12,11,153,"Luis"
"1182","Shelby","Brie","2022-03-15",9,29,180,"Shelby"
"1183","Barcley","Kristen","2022-03-03",7,53,125,"Barcley"
"1184","Tahleela","Brie","2022-11-11",10,53,141,"Tahleela"
"1185","Ye-Ji","Maleeha","2022-01-25",7,5,154,"Ye-Ji"
"1186","Charise","Adyn","2022-06-30",8,7,128,"Adyn"
"1187","Tiffany","Lahana","2022-06-06",15,35,211,"Lahana"
"1188","Ashqar","Kristen","2022-05-29",12,13,157,"Ashqar"
"1189","Shelby","Varun","2022-11-11",12,40,86,"Shelby"
"1190","Kiana","Dawnielle","2022-09-21",16,28,230,"Kiana"
"1191","Abdul Ghani","Ye-Ji","2022-02-14",16,16,154,"Ye-Ji"
"1192","Anastasia","Abdus Samad","2022-05-05",17,3,159,"Anastasia"
"1193","Grace","Abdus Samad","2022-06-06",11,3,109,"Abdus Samad"
"1194","Abdul Ghani","Luis","2022-03-15",14,33,110,"Abdul Ghani"
"1195","Kurtis","Yeni","2022-01-25",16,31,89,"Kurtis"
"1196","Jennell","Okatomi","2022-10-10",9,55,123,"Jennell"
"1197","Maleeha","Mikaela","2022-11-11",8,14,205,"Mikaela"
"1198","Afnaan","Ye-Ji","2022-01-25",7,58,45,"Ye-Ji"
"1199","Abdus Samad","Anjanetta","2022-06-06",11,38,128,"Abdus Samad"
"1200","Adyn","Abdus Samad","2022-01-01",11,45,155,"Abdus Samad"
"1201","Makayla","Nawwaara","2022-02-02",13,3,42,"Nawwaara"
"1202","Pamela","Luis","2022-11-23",12,53,170,"Luis"
"1203","Dawnielle","Kristen","2022-08-08",7,58,102,"Dawnielle"
"1204","Brie","Adyn","2022-07-07",8,30,42,"Adyn"
"1205","Jennell","Adyn","2022-05-29",17,3,143,"Jennell"
"1206","Kaci","Anastasia","2022-04-04",10,3,59,"Anastasia"
"1207","Connor","Adyn","2022-04-28",14,45,37,"Adyn"
"1208","Charise","Kristen","2022-06-18",13,48,115,"Kristen"
"1209","Lahana","Charise","2022-02-26",11,0,125,"Lahana"
"1210","Brie","Kristen","2022-01-13",17,6,24,"Kristen"
"1211","Abdus Samad","Maleeha","2022-11-11",7,26,107,"Abdus Samad"
"1212","Mikaela","Brie","2022-04-16",7,32,69,"Brie"
"1213","Adam","Yushan","2022-06-30",17,34,83,"Adam"
"1214","Hadiyya","Lohitha","2022-11-23",15,22,182,"Lohitha"
"1215","Joel","Okatomi","2022-04-04",15,18,152,"Joel"
"1216","Najeeba","Adyn","2022-06-30",8,48,227,"Adyn"
"1217","Saara","Hadiyya","2022-03-03",12,13,162,"Hadiyya"
"1218","Tahleela","Simone","2022-11-11",10,37,80,"Tahleela"
"1219","Isaiah","Okatomi","2022-05-29",7,27,198,"Isaiah"
