"","Sender","Receiver","Date","Hour","Minute","Focal"
"930","Mikaela","Shelby","2022-05-19",12,31,"Shelby"
"931","Deonte","Mikaela","2022-05-19",13,25,"Deonte"
"932","Joel","Deonte","2022-05-19",13,50,"Deonte"
"933","Okatomi","Deunna","2022-05-19",16,47,"Okatomi"
"934","Afnaan","Adyn","2022-05-20",7,56,"Afnaan"
"935","Kendell","Simone","2022-05-20",9,47,"Simone"
"936","Mufliha","Pamela","2022-05-20",13,12,"Mufliha"
"937","Hadiyya","Kiana","2022-05-20",14,54,"Kiana"
"938","Abdus Samad","Luis","2022-05-20",15,22,"Luis"
"939","Trevor","Lohitha","2022-05-20",17,6,"Trevor"
"940","Trevor","Charise","2022-05-20",17,12,"Trevor"
"941","Yeni","Mckayla","2022-05-21",7,5,"Yeni"
"942","Yeni","Jennell","2022-05-21",7,42,"Yeni"
"943","Luis","Anjanetta","2022-05-21",11,11,"Luis"
"944","Shelby","Timothy","2022-05-21",14,54,"Timothy"
"945","Saara","Kaci","2022-05-21",15,31,"Saara"
"946","Lohitha","Charise","2022-05-22",8,18,"Lohitha"
"950","Sydni","Amelia","2022-05-22",14,35,"Sydni"
"951","Sydni","Najeeba","2022-05-22",14,51,"Sydni"
"952","Kristen","Pamela","2022-05-23",10,14,"Kristen"
"953","Anastasia","Tahleela","2022-05-23",11,22,"Anastasia"
"955","Anjanetta","Grace","2022-05-23",14,56,"Grace"
"956","James","Anjanetta","2022-05-23",15,20,"Anjanetta"
"957","Anjanetta","Tahleela","2022-05-23",15,45,"Anjanetta"
"958","Jennell","Amelia","2022-05-23",16,30,"Amelia"
"959","Najeeba","Amelia","2022-05-23",16,31,"Amelia"
"960","Anastasia","Amelia","2022-05-23",16,52,"Amelia"
"961","Makayla","Tiffany","2022-05-24",8,13,"Makayla"
"962","Yushan","Grace","2022-05-24",10,32,"Grace"
"963","Brie","Simone","2022-05-24",12,9,"Simone"
"964","Simone","Bryanna","2022-05-24",12,45,"Simone"
"965","Bryanna","Kiana","2022-05-24",14,48,"Kiana"
"966","Grace","Najeeba","2022-05-24",16,57,"Najeeba"
"968","Erick","Varun","2022-05-25",8,12,"Erick"
"969","Timothy","Isaiah","2022-05-25",11,35,"Timothy"
"970","Kiana","Kaci","2022-05-25",12,2,"Kiana"
"971","Anjanetta","Okatomi","2022-05-25",14,55,"Anjanetta"
"972","Saara","Kaci","2022-05-25",16,40,"Saara"
"973","Mikaela","Shelby","2022-05-26",7,18,"Shelby"
"974","Makayla","Shelby","2022-05-26",7,23,"Shelby"
"975","Ye-Ji","Shelby","2022-05-26",7,52,"Shelby"
"976","Burton","Joel","2022-05-26",8,27,"Burton"
"977","Adam","Yushan","2022-05-26",12,25,"Adam"
"978","Abdul Ghani","Mckayla","2022-05-27",14,41,"Abdul Ghani"
"979","Shelby","Saara","2022-05-27",15,16,"Shelby"
"980","Erick","Maleeha","2022-05-28",8,10,"Maleeha"
"981","Maleeha","Anjanetta","2022-05-28",8,19,"Maleeha"
"982","Maleeha","Nawwaara","2022-05-28",8,52,"Maleeha"
"984","Erick","Tiffany","2022-05-28",10,28,"Tiffany"
"985","Tiffany","Saara","2022-05-28",10,29,"Tiffany"
"986","Anjanetta","Tiffany","2022-05-28",10,46,"Tiffany"
"987","Abdus Samad","Brie","2022-05-28",11,58,"Abdus Samad"
"988","Connor","Anjanetta","2022-05-28",12,24,"Anjanetta"
"989","Nhi","Hadiyya","2022-05-28",15,6,"Nhi"
"990","Mufliha","Makayla","2022-05-28",16,16,"Makayla"
"991","Okatomi","Mikaela","2022-05-28",17,53,"Mikaela"
"992","Yeni","Shelby","2022-05-29",8,15,"Shelby"
"993","Barcley","Grace","2022-05-29",9,14,"Barcley"
"994","Barcley","Makayla","2022-05-29",9,24,"Barcley"
"995","Barcley","Lohitha","2022-05-29",9,31,"Barcley"
"996","Lahana","Kendell","2022-05-29",11,44,"Lahana"
"997","Ashqar","Ye-Ji","2022-05-29",12,0,"Ashqar"
"998","Grace","Shelby","2022-05-29",15,54,"Grace"
"999","Anastasia","Jennell","2022-05-29",17,12,"Jennell"
"1000","Adam","Kristen","2022-05-30",8,24,"Adam"
"1001","Tiffany","Saara","2022-05-30",9,17,"Saara"
"1002","Tre","Luis","2022-05-30",14,56,"Luis"
"1003","Ashqar","Kendell","2022-05-30",16,2,"Ashqar"
"1004","Saara","Kaci","2022-05-30",17,38,"Saara"
"1005","Andrew","Najeeba","2022-05-31",11,6,"Andrew"
"1006","Deunna","Kiana","2022-06-01",7,6,"Deunna"
"1007","Lahana","Tiffany","2022-06-01",9,4,"Lahana"
"1008","Adyn","Lahana","2022-06-01",9,38,"Lahana"
"1009","Dawnielle","Amelia","2022-06-01",10,16,"Amelia"
"1010","Erick","Amelia","2022-06-01",10,39,"Amelia"
"1012","Adam","Kendell","2022-06-02",9,54,"Kendell"
"1013","Adam","Adyn","2022-06-02",11,44,"Adyn"
"1014","Tiffany","Saara","2022-06-02",12,43,"Tiffany"
"1015","Ashqar","Bryanna","2022-06-02",15,24,"Ashqar"
"1016","Afnaan","Simone","2022-06-02",16,13,"Afnaan"
"1017","Adam","Afnaan","2022-06-02",16,49,"Afnaan"
"1018","Lohitha","Kendell","2022-06-02",17,3,"Lohitha"
"1019","Afnaan","Lohitha","2022-06-02",17,51,"Lohitha"
"1020","Ye-Ji","Grace","2022-06-03",7,52,"Ye-Ji"
"1021","Luis","Makayla","2022-06-03",10,21,"Makayla"
"1022","Lahana","Makayla","2022-06-03",10,27,"Makayla"
"1023","Bryanna","Amelia","2022-06-03",12,15,"Bryanna"
"1024","Nawwaara","Bryanna","2022-06-03",12,36,"Bryanna"
"1025","Pamela","Bryanna","2022-06-03",12,54,"Bryanna"
"1026","Mufliha","Bryanna","2022-06-04",9,16,"Bryanna"
"1027","Pamela","Shelby","2022-06-04",10,2,"Shelby"
"1028","Shelby","Dawnielle","2022-06-04",10,45,"Shelby"
"1029","Barcley","Nhi","2022-06-04",11,6,"Nhi"
"1030","Abdul Ghani","Nhi","2022-06-04",11,42,"Nhi"
"1031","James","Adyn","2022-06-04",12,4,"James"
"1032","Isaiah","Nhi","2022-06-04",14,43,"Isaiah"
"1033","Kelia","Saara","2022-06-04",16,30,"Kelia"
"1034","Okatomi","Kelia","2022-06-04",16,46,"Kelia"
"1035","Nawwaara","Kelia","2022-06-04",16,50,"Kelia"
"1036","Kurtis","Kelia","2022-06-04",17,42,"Kurtis"
"1037","Maleeha","Anjanetta","2022-06-05",7,55,"Maleeha"
"1038","Deonte","Afnaan","2022-06-05",9,10,"Afnaan"
"1040","Kendell","Mckayla","2022-06-05",10,16,"Kendell"
"1041","James","Luis","2022-06-05",11,55,"James"
"1042","Yushan","Deunna","2022-06-05",13,32,"Yushan"
"1043","Grace","Pamela","2022-06-05",16,47,"Pamela"
"1044","Abdus Samad","Kristen","2022-06-06",11,42,"Abdus Samad"
"1045","Luis","Mufliha","2022-06-06",14,40,"Luis"
"1046","Tre","Luis","2022-06-06",14,54,"Luis"
"1047","Deunna","Tiffany","2022-06-07",7,30,"Deunna"
"1048","Lahana","Charise","2022-06-07",11,12,"Charise"
"1049","Charise","Anastasia","2022-06-07",11,14,"Charise"
"1051","Kelia","Najeeba","2022-06-07",13,26,"Kelia"
"1052","Isaiah","Kelia","2022-06-07",13,31,"Kelia"
"1053","Tre","James","2022-06-07",17,59,"James"
"1054","Andrew","Tahleela","2022-06-08",12,33,"Andrew"
"1056","Andrew","Yeni","2022-06-08",12,54,"Andrew"
"1057","Erick","Tre","2022-06-08",14,6,"Tre"
"1058","James","Hishaam","2022-06-08",16,12,"Hishaam"
"1059","Hishaam","Kendell","2022-06-08",16,54,"Hishaam"
"1060","Jennell","Shelby","2022-06-08",17,3,"Jennell"
"1061","Pamela","Jennell","2022-06-08",17,53,"Jennell"
"1062","Nhi","Amelia","2022-06-09",8,17,"Amelia"
"1063","Maleeha","Mikaela","2022-06-09",14,29,"Mikaela"
"1064","Connor","Lohitha","2022-06-10",7,12,"Lohitha"
"1065","Ashqar","Lahana","2022-06-10",10,32,"Ashqar"
"1066","Adyn","Yeni","2022-06-10",11,2,"Yeni"
"1067","Yeni","Jennell","2022-06-10",11,6,"Yeni"
"1068","Nawwaara","Yeni","2022-06-10",11,20,"Yeni"
"1069","Hishaam","Brie","2022-06-10",14,32,"Hishaam"
"1070","Hishaam","Anastasia","2022-06-10",14,36,"Hishaam"
"1072","Trevor","Connor","2022-06-10",15,49,"Trevor"
"1073","Maleeha","Yushan","2022-06-11",9,3,"Maleeha"
"1074","Maleeha","Yushan","2022-06-11",9,26,"Maleeha"
"1075","Makayla","Jennell","2022-06-11",10,4,"Makayla"
"1076","Maleeha","Okatomi","2022-06-11",13,16,"Okatomi"
"1077","Okatomi","Deunna","2022-06-11",13,21,"Okatomi"
"1080","Mufliha","Jennell","2022-06-11",17,3,"Mufliha"
"1081","Mufliha","Amelia","2022-06-11",17,42,"Mufliha"
"1082","Barcley","Connor","2022-06-12",8,32,"Barcley"
"1083","Dawnielle","Barcley","2022-06-12",8,35,"Barcley"
"1084","Deonte","Ashqar","2022-06-12",11,32,"Ashqar"
"1085","Mufliha","Nhi","2022-06-12",14,16,"Mufliha"
"1086","Hishaam","Kurtis","2022-06-12",16,12,"Hishaam"
"1087","James","Lohitha","2022-06-12",17,55,"James"
"1088","Kristen","Adyn","2022-06-13",11,20,"Adyn"
"1089","Abdul Ghani","Adyn","2022-06-13",11,53,"Adyn"
"1090","Simone","Dawnielle","2022-06-13",13,55,"Dawnielle"
"1091","Lahana","Kendell","2022-06-13",14,8,"Kendell"
"1092","Brie","Okatomi","2022-06-13",15,15,"Okatomi"
"1093","Makayla","Mckayla","2022-06-13",17,15,"Makayla"
"1094","Simone","Najeeba","2022-06-14",13,3,"Najeeba"
"1095","Najeeba","Kaci","2022-06-14",13,15,"Najeeba"
"1096","Ashqar","Anastasia","2022-06-15",8,57,"Ashqar"
"1097","Brie","Charise","2022-06-15",12,4,"Charise"
"1098","Charise","Yushan","2022-06-15",12,19,"Charise"
"1099","Charise","Yeni","2022-06-15",12,37,"Charise"
"1100","Abdus Samad","Kurtis","2022-06-15",13,2,"Kurtis"
"1101","Kurtis","Abdul Ghani","2022-06-15",15,2,"Kurtis"
"1102","Kurtis","Okatomi","2022-06-15",15,42,"Kurtis"
"1103","Adyn","Makayla","2022-06-16",10,48,"Adyn"
"1104","Okatomi","Shelby","2022-06-16",11,37,"Shelby"
"1105","Grace","Shelby","2022-06-16",11,55,"Shelby"
"1106","Ye-Ji","Najeeba","2022-06-16",13,20,"Ye-Ji"
"1107","Najeeba","Deunna","2022-06-16",17,37,"Najeeba"
"1108","Okatomi","Hadiyya","2022-06-17",13,6,"Okatomi"
"1109","Connor","Okatomi","2022-06-17",13,22,"Okatomi"
"1111","Tre","Nawwaara","2022-06-17",14,15,"Nawwaara"
"1112","Luis","Okatomi","2022-06-17",16,48,"Luis"
"1114","Nhi","Kiana","2022-06-18",9,41,"Nhi"
"1116","Kurtis","Makayla","2022-06-18",15,30,"Makayla"
"1117","Trevon","Joel","2022-06-19",9,54,"Trevon"
"1118","Pamela","Makayla","2022-06-19",12,33,"Makayla"
"1119","Makayla","Hadiyya","2022-06-19",12,38,"Makayla"
"1120","Anastasia","Yeni","2022-06-19",14,0,"Yeni"
"1121","Yeni","Nhi","2022-06-19",14,6,"Yeni"
"1122","Yushan","Yeni","2022-06-19",14,36,"Yeni"
"1123","Timothy","Yushan","2022-06-19",15,9,"Timothy"
"1124","Hishaam","Kristen","2022-06-19",17,24,"Kristen"
"1125","Kelia","Nhi","2022-06-20",9,16,"Nhi"
"1126","Kristen","Nhi","2022-06-20",9,46,"Nhi"
"1128","Adam","Hishaam","2022-06-21",12,23,"Hishaam"
"1129","Hishaam","Okatomi","2022-06-21",12,46,"Hishaam"
"1130","Anjanetta","Lahana","2022-06-21",13,55,"Anjanetta"
"1131","Anjanetta","Grace","2022-06-21",13,59,"Anjanetta"
"1133","Tiffany","Kiana","2022-06-21",15,30,"Kiana"
"1134","Anastasia","Nawwaara","2022-06-22",7,10,"Nawwaara"
"1135","Deonte","Dawnielle","2022-06-22",8,49,"Deonte"
"1136","Deonte","Lahana","2022-06-22",9,35,"Lahana"
"1137","Connor","Shelby","2022-06-22",10,0,"Connor"
"1138","Andrew","Adam","2022-06-22",11,4,"Adam"
"1139","Anastasia","Mikaela","2022-06-22",17,45,"Anastasia"
"1141","Kiana","Saara","2022-06-23",8,32,"Kiana"
"1142","Nhi","Shelby","2022-06-23",9,0,"Nhi"
"1143","Jennell","Nhi","2022-06-23",9,16,"Nhi"
"1144","Burton","Nhi","2022-06-23",9,25,"Nhi"
"1145","Nhi","Tahleela","2022-06-23",9,26,"Nhi"
"1146","Nhi","Deunna","2022-06-23",9,27,"Nhi"
"1147","Trevor","Mckayla","2022-06-23",11,43,"Trevor"
"1148","Trevor","Maleeha","2022-06-23",11,45,"Trevor"
"1149","Tre","Ye-Ji","2022-06-23",16,42,"Tre"
"1150","Tre","Maleeha","2022-06-23",16,50,"Tre"
"1151","Tre","Hishaam","2022-06-23",16,58,"Tre"
"1152","Bryanna","Jennell","2022-06-24",7,3,"Bryanna"
"1153","Lahana","Bryanna","2022-06-24",7,6,"Bryanna"
"1154","Makayla","Bryanna","2022-06-24",7,48,"Bryanna"
"1155","Tiffany","Saara","2022-06-24",8,4,"Tiffany"
"1156","Lahana","Tiffany","2022-06-24",8,10,"Tiffany"
"1157","Mufliha","Bryanna","2022-06-24",13,27,"Mufliha"
"1158","Mufliha","Abdul Ghani","2022-06-24",13,41,"Mufliha"
"1159","Mufliha","Yushan","2022-06-24",13,47,"Mufliha"
"1160","Shelby","Dawnielle","2022-06-24",17,30,"Dawnielle"
"1161","Dawnielle","Saara","2022-06-24",17,39,"Dawnielle"
"1162","Dawnielle","Amelia","2022-06-24",17,47,"Dawnielle"
"1163","Varun","Nhi","2022-06-25",12,16,"Varun"
"1164","Charise","Deunna","2022-06-25",14,24,"Deunna"
"1165","Tre","Ye-Ji","2022-06-26",11,16,"Ye-Ji"
"1166","Ye-Ji","Kelia","2022-06-26",11,45,"Ye-Ji"
"1167","Hishaam","Mufliha","2022-06-26",13,9,"Hishaam"
"1169","Erick","Kiana","2022-06-27",12,55,"Kiana"
"1170","Hadiyya","Kiana","2022-06-27",14,10,"Hadiyya"
"1171","Abdul Ghani","Afnaan","2022-06-27",15,23,"Abdul Ghani"
"1172","Abdul Ghani","Bryanna","2022-06-27",15,40,"Abdul Ghani"
"1173","Kendell","Hadiyya","2022-06-28",7,24,"Hadiyya"
"1174","Bryanna","Hadiyya","2022-06-28",7,34,"Hadiyya"
"1175","Simone","Hadiyya","2022-06-28",7,47,"Hadiyya"
"1176","Makayla","Bryanna","2022-06-28",9,18,"Makayla"
"1178","Shelby","Najeeba","2022-06-28",11,32,"Najeeba"
"1179","Sydni","Najeeba","2022-06-28",11,49,"Najeeba"
"1180","Mckayla","Bryanna","2022-06-28",12,56,"Bryanna"
"1181","Kendell","Amelia","2022-06-28",17,11,"Amelia"
"1182","Amelia","Kiana","2022-06-28",17,47,"Amelia"
"1183","Deunna","Amelia","2022-06-28",17,52,"Amelia"
"1184","Kurtis","Afnaan","2022-06-29",7,17,"Kurtis"
"1185","Adam","Kurtis","2022-06-29",7,26,"Kurtis"
"1186","Kurtis","Yeni","2022-06-29",7,38,"Kurtis"
"1187","Deonte","Maleeha","2022-06-29",10,49,"Deonte"
"1188","Afnaan","Nawwaara","2022-06-29",11,21,"Nawwaara"
"1189","Luis","Nawwaara","2022-06-29",11,22,"Nawwaara"
"1190","Deonte","Ashqar","2022-06-29",12,10,"Ashqar"
"1191","Varun","Ashqar","2022-06-29",12,43,"Ashqar"
"1192","Nawwaara","Jennell","2022-06-30",7,30,"Jennell"
"1194","Adyn","Ye-Ji","2022-06-30",8,56,"Adyn"
"1195","Afnaan","Charise","2022-06-30",9,24,"Charise"
"1196","Joel","Connor","2022-06-30",10,15,"Connor"
"1197","Lahana","Shelby","2022-07-01",14,24,"Lahana"
"1198","Brie","Lahana","2022-07-01",14,42,"Lahana"
"1199","Burton","Kelia","2022-07-01",17,25,"Burton"
"1200","Burton","Okatomi","2022-07-01",17,47,"Burton"
"1201","Saara","Tahleela","2022-07-02",8,58,"Tahleela"
"1202","Kendell","Okatomi","2022-07-02",9,26,"Kendell"
"1203","Kendell","Anastasia","2022-07-02",9,40,"Kendell"
"1204","Varun","Pamela","2022-07-02",11,20,"Varun"
"1205","Varun","Kendell","2022-07-02",11,41,"Varun"
"1206","Varun","Okatomi","2022-07-02",11,48,"Varun"
"1207","Kurtis","Yeni","2022-07-03",12,7,"Kurtis"
"1208","Burton","James","2022-07-03",13,28,"Burton"
"1209","Burton","Adam","2022-07-03",13,36,"Burton"
"1210","Charise","Jennell","2022-07-03",16,29,"Charise"
"1211","Luis","Kendell","2022-07-04",12,7,"Luis"
"1212","Mckayla","Grace","2022-07-04",15,20,"Grace"
"1213","Grace","Hadiyya","2022-07-04",15,34,"Grace"
"1214","Kelia","Grace","2022-07-04",15,42,"Grace"
"1215","James","Grace","2022-07-04",15,42,"Grace"
"1216","Lohitha","Anastasia","2022-07-04",16,11,"Anastasia"
"1217","Isaiah","Mckayla","2022-07-04",17,6,"Mckayla"
"1218","Kendell","Mckayla","2022-07-04",17,14,"Mckayla"
"1219","Simone","Saara","2022-07-05",11,24,"Saara"
"1221","Bryanna","Tiffany","2022-07-05",14,34,"Tiffany"
"1222","Shelby","Tiffany","2022-07-05",14,49,"Tiffany"
"1223","Adyn","Sydni","2022-07-05",16,7,"Adyn"
"1224","Abdul Ghani","Charise","2022-07-05",17,7,"Abdul Ghani"
"1225","Pamela","Najeeba","2022-07-06",8,34,"Najeeba"
"1226","Adam","Trevon","2022-07-06",9,19,"Trevon"
"1227","Grace","Tahleela","2022-07-06",12,45,"Grace"
"1228","Erick","Lahana","2022-07-06",15,52,"Erick"
"1229","Adyn","Ye-Ji","2022-07-07",8,49,"Adyn"
"1230","Kurtis","Yeni","2022-07-07",10,7,"Yeni"
"1231","Yeni","Najeeba","2022-07-07",10,26,"Yeni"
"1232","Ye-Ji","Yeni","2022-07-07",10,57,"Yeni"
"1233","Saara","Tahleela","2022-07-08",7,28,"Saara"
"1234","Simone","Saara","2022-07-08",7,37,"Saara"
"1235","Tiffany","Saara","2022-07-08",7,56,"Saara"
"1236","Deonte","Deunna","2022-07-08",8,2,"Deunna"
"1237","Anjanetta","Kendell","2022-07-08",9,11,"Anjanetta"
"1238","Dawnielle","Kiana","2022-07-08",12,27,"Dawnielle"
"1239","Anjanetta","Okatomi","2022-07-08",13,28,"Anjanetta"
"1240","Maleeha","Anjanetta","2022-07-08",13,52,"Anjanetta"
"1241","Anjanetta","Charise","2022-07-08",13,56,"Anjanetta"
"1242","Joel","Kendell","2022-07-08",17,13,"Kendell"
"1243","Mufliha","Mikaela","2022-07-09",10,40,"Mufliha"
"1244","Trevor","Mufliha","2022-07-09",10,59,"Mufliha"
"1245","Ye-Ji","Jennell","2022-07-09",12,8,"Jennell"
"1246","Anjanetta","Lohitha","2022-07-09",14,46,"Anjanetta"
"1247","Ashqar","Grace","2022-07-09",15,11,"Ashqar"
"1248","Joel","Lahana","2022-07-09",16,3,"Lahana"
"1249","Erick","Barcley","2022-07-10",8,33,"Erick"
"1250","Erick","Abdul Ghani","2022-07-10",8,34,"Erick"
"1251","Luis","Brie","2022-07-10",12,18,"Brie"
"1252","Abdul Ghani","Kristen","2022-07-10",14,41,"Kristen"
"1253","Simone","Dawnielle","2022-07-10",15,2,"Dawnielle"
"1254","Okatomi","Anastasia","2022-07-10",17,50,"Okatomi"
"1255","Brie","Okatomi","2022-07-10",17,56,"Okatomi"
"1256","Kaci","Tahleela","2022-07-11",9,44,"Tahleela"
"1257","Barcley","Lohitha","2022-07-11",10,56,"Barcley"
"1258","Barcley","Kristen","2022-07-11",13,28,"Barcley"
"1259","Brie","Mufliha","2022-07-11",15,11,"Brie"
"1260","Brie","Nhi","2022-07-11",15,46,"Brie"
"1261","Yeni","Simone","2022-07-11",16,22,"Simone"
"1262","Kurtis","Shelby","2022-07-12",7,35,"Shelby"
"1263","Okatomi","Kiana","2022-07-12",8,52,"Kiana"
"1264","Sydni","Dawnielle","2022-07-12",10,28,"Sydni"
"1265","James","Barcley","2022-07-12",13,20,"Barcley"
"1266","Afnaan","Charise","2022-07-12",15,47,"Charise"
"1267","Mufliha","Charise","2022-07-12",15,52,"Charise"
"1268","Lahana","Charise","2022-07-12",15,57,"Charise"
"1269","Anjanetta","Kelia","2022-07-12",17,5,"Anjanetta"
"1270","Deonte","Anjanetta","2022-07-12",17,33,"Anjanetta"
"1271","Okatomi","Shelby","2022-07-13",13,22,"Okatomi"
"1274","Kendell","Yeni","2022-07-13",16,2,"Kendell"
"1275","Luis","Tiffany","2022-07-14",11,7,"Tiffany"
"1276","Najeeba","Tiffany","2022-07-14",11,56,"Tiffany"
"1277","Yeni","Shelby","2022-07-15",8,24,"Shelby"
"1278","Nawwaara","Shelby","2022-07-15",8,37,"Shelby"
"1279","Trevon","Yushan","2022-07-15",9,24,"Trevon"
"1280","Kristen","Yushan","2022-07-15",10,0,"Kristen"
"1281","Adyn","Lahana","2022-07-15",13,0,"Lahana"
"1282","Kristen","Lahana","2022-07-15",13,15,"Lahana"
"1283","Lahana","Mikaela","2022-07-15",13,44,"Lahana"
"1284","Barcley","Ye-Ji","2022-07-15",15,56,"Barcley"
"1285","Andrew","James","2022-07-15",16,39,"James"
"1286","Bryanna","Hadiyya","2022-07-15",17,26,"Bryanna"
"1287","Brie","Lohitha","2022-07-16",8,32,"Lohitha"
"1289","Shelby","Amelia","2022-07-16",11,46,"Shelby"
"1290","Deonte","Shelby","2022-07-16",11,51,"Shelby"
"1291","Brie","Shelby","2022-07-16",11,51,"Shelby"
"1292","Trevon","Afnaan","2022-07-16",14,22,"Trevon"
"1293","Trevon","Nawwaara","2022-07-16",14,36,"Trevon"
"1294","Trevon","Adyn","2022-07-16",14,45,"Trevon"
"1295","Trevon","Anjanetta","2022-07-16",14,46,"Trevon"
"1296","Trevon","James","2022-07-16",14,50,"Trevon"
"1297","Mckayla","Najeeba","2022-07-17",10,4,"Mckayla"
"1300","Nhi","Kiana","2022-07-17",15,52,"Kiana"
"1301","Luis","Lohitha","2022-07-18",8,38,"Luis"
"1302","Anjanetta","Anastasia","2022-07-18",9,30,"Anastasia"
"1303","Timothy","Anastasia","2022-07-18",9,58,"Anastasia"
"1304","Barcley","Afnaan","2022-07-18",10,18,"Barcley"
"1305","Barcley","Ashqar","2022-07-18",10,35,"Barcley"
"1306","Burton","Maleeha","2022-07-18",13,23,"Burton"
"1307","Nawwaara","Dawnielle","2022-07-18",15,33,"Nawwaara"
"1308","Trevor","Ashqar","2022-07-18",16,20,"Trevor"
"1309","Ye-Ji","Makayla","2022-07-19",12,53,"Ye-Ji"
"1310","Adyn","Dawnielle","2022-07-19",15,18,"Adyn"
"1311","Adyn","Trevor","2022-07-19",15,43,"Adyn"
"1312","Varun","Afnaan","2022-07-20",7,49,"Varun"
"1313","Kiana","Saara","2022-07-20",9,6,"Kiana"
"1314","Yeni","Kiana","2022-07-20",9,15,"Kiana"
"1315","Grace","Saara","2022-07-20",11,36,"Saara"
"1317","Okatomi","Jennell","2022-07-20",17,18,"Okatomi"
"1318","Kendell","Okatomi","2022-07-20",17,39,"Okatomi"
"1319","Okatomi","Mikaela","2022-07-20",17,45,"Okatomi"
"1320","Okatomi","Saara","2022-07-20",17,47,"Okatomi"
"1321","Ashqar","Dawnielle","2022-07-21",7,56,"Dawnielle"
"1322","Najeeba","Hadiyya","2022-07-21",10,22,"Hadiyya"
"1323","Jennell","Hadiyya","2022-07-21",10,28,"Hadiyya"
"1324","Barcley","Luis","2022-07-21",12,4,"Barcley"
"1325","Varun","Lohitha","2022-07-22",12,9,"Lohitha"
"1326","Pamela","Simone","2022-07-22",13,44,"Pamela"
"1327","James","Connor","2022-07-22",16,6,"James"
"1328","Hishaam","Nhi","2022-07-22",17,17,"Hishaam"
"1329","Maleeha","Kelia","2022-07-23",7,13,"Maleeha"
"1330","Maleeha","Dawnielle","2022-07-23",7,33,"Maleeha"
"1331","Kiana","Kaci","2022-07-23",16,45,"Kaci"
"1332","Pamela","Shelby","2022-07-24",7,13,"Shelby"
"1333","Shelby","Sydni","2022-07-24",7,32,"Shelby"
"1334","Shelby","Kiana","2022-07-24",7,48,"Shelby"
"1335","Grace","Deunna","2022-07-24",9,18,"Deunna"
"1336","Makayla","Deunna","2022-07-24",9,46,"Deunna"
"1337","Tre","Yushan","2022-07-25",8,47,"Yushan"
"1338","Bryanna","Shelby","2022-07-26",7,14,"Shelby"
"1339","Jennell","Shelby","2022-07-26",7,28,"Shelby"
"1340","Deonte","Grace","2022-07-26",9,33,"Deonte"
"1341","Nhi","Amelia","2022-07-26",10,38,"Nhi"
"1342","Deonte","Kendell","2022-07-26",13,0,"Kendell"
"1343","Lohitha","Kendell","2022-07-26",13,2,"Kendell"
"1344","Kendell","Kiana","2022-07-26",13,50,"Kendell"
"1345","Barcley","Yushan","2022-07-26",15,21,"Barcley"
"1346","Barcley","Anjanetta","2022-07-26",15,50,"Barcley"
"1347","Charise","Tiffany","2022-07-26",17,40,"Charise"
"1348","Tre","Anjanetta","2022-07-27",8,59,"Tre"
"1349","Deunna","Hadiyya","2022-07-27",11,52,"Deunna"
"1350","Nhi","Shelby","2022-07-27",12,7,"Shelby"
"1351","Simone","Shelby","2022-07-27",12,37,"Shelby"
"1352","James","Shelby","2022-07-27",12,56,"Shelby"
"1353","Connor","Brie","2022-07-27",14,56,"Brie"
"1354","Luis","Okatomi","2022-07-27",15,13,"Luis"
"1355","Ye-Ji","Charise","2022-07-28",11,25,"Ye-Ji"
"1356","Ye-Ji","Mikaela","2022-07-28",11,54,"Ye-Ji"
"1357","Afnaan","Mufliha","2022-07-28",15,51,"Afnaan"
"1358","Brie","Okatomi","2022-07-28",17,27,"Okatomi"
"1359","Lohitha","Okatomi","2022-07-28",17,33,"Okatomi"
"1360","Mufliha","Pamela","2022-07-29",11,17,"Pamela"
"1361","Erick","Anastasia","2022-07-29",12,18,"Anastasia"
"1362","Anastasia","Bryanna","2022-07-29",12,25,"Anastasia"
"1363","Kristen","Anjanetta","2022-07-29",13,21,"Kristen"
"1364","Kiana","Kaci","2022-07-29",16,21,"Kiana"
"1365","Deonte","Luis","2022-07-30",12,29,"Luis"
"1366","Kurtis","Pamela","2022-07-30",15,57,"Pamela"
"1367","Anastasia","Hadiyya","2022-07-31",15,40,"Anastasia"
"1368","Bryanna","Jennell","2022-08-01",7,17,"Jennell"
"1369","Simone","Dawnielle","2022-08-01",10,54,"Dawnielle"
"1370","Ashqar","Connor","2022-08-01",12,16,"Connor"
"1371","Deonte","Grace","2022-08-01",13,23,"Deonte"
"1372","Deonte","Afnaan","2022-08-01",13,49,"Deonte"
"1373","Kurtis","Kristen","2022-08-01",14,12,"Kristen"
"1374","Abdul Ghani","Kristen","2022-08-01",14,59,"Kristen"
"1375","Anjanetta","Makayla","2022-08-01",15,29,"Anjanetta"
"1377","Yushan","Tahleela","2022-08-01",17,9,"Tahleela"
"1378","Anjanetta","Ye-Ji","2022-08-02",7,33,"Anjanetta"
"1379","Abdus Samad","Anjanetta","2022-08-02",7,43,"Anjanetta"
"1380","Makayla","Bryanna","2022-08-02",11,26,"Makayla"
"1381","Burton","Makayla","2022-08-02",11,32,"Makayla"
"1382","Simone","Kaci","2022-08-02",17,26,"Kaci"
"1383","Simone","Sydni","2022-08-03",8,11,"Sydni"
"1384","Yeni","Sydni","2022-08-03",8,34,"Sydni"
